user_id,count_orders,average_spend,return_ratio,segment_id
732,1,67.99,0.0,1
733,1,24.99,0.0,4
734,1,88.0,0.0,1
735,1,39.0,1.0,4
739,4,27.6,0.0,4
741,5,38.07,0.0,4
744,1,59.99,1.0,1
745,1,25.0,0.0,4
748,5,39.67,0.0,4
749,2,100.25,0.0,1
750,2,66.56,0.0,1
751,1,39.95,0.0,4
752,1,49.0,0.0,4
755,3,61.99,0.0,1
756,5,37.19,0.0,4
757,1,225.0,0.0,2
760,1,20.0,0.0,4
761,2,33.48,0.0,4
762,2,71.99,0.0,1
765,4,75.65,0.0,1
766,2,40.99,0.0,4
767,4,66.28,0.0,1
770,1,124.93,0.0,2
771,3,46.12,0.6666666666666666,4
774,2,124.49,0.0,2
778,1,46.95,0.0,4
780,3,32.82,0.0,4
782,2,37.46,0.0,4
784,1,39.99,0.0,4
787,2,31.5,0.0,4
788,1,69.5,0.0,1
789,1,75.32,0.0,1
791,4,38.52,0.0,4
793,2,63.0,0.0,1
795,1,36.0,0.0,4
796,3,98.0,0.3333333333333333,1
797,1,29.99,0.0,4
798,2,14.99,0.0,4
799,2,88.99,1.0,1
800,1,50.09,0.0,4
801,6,20.29,0.3333333333333333,4
803,2,21.06,0.0,4
804,1,148.99,0.0,2
806,2,11.93,0.0,4
808,1,49.98,0.0,4
815,2,26.0,0.0,4
817,2,63.73,0.0,1
818,8,104.59,0.0,1
823,4,18.48,0.0,4
824,4,48.72,1.0,4
825,1,58.0,0.0,1
831,1,39.5,0.0,4
833,4,26.24,0.0,4
834,4,98.6,0.0,1
835,1,79.99,0.0,1
838,1,17.49,0.0,4
839,1,15.0,0.0,4
841,1,60.0,0.0,1
845,1,12.83,0.0,4
849,1,84.0,0.0,1
851,2,20.94,0.0,4
852,2,41.5,0.0,4
854,1,56.0,0.0,1
857,2,36.97,0.0,4
864,4,84.49,0.0,1
865,1,60.0,0.0,1
868,1,17.95,0.0,4
870,1,19.99,0.0,4
871,3,46.33,0.3333333333333333,4
872,1,65.0,0.0,1
873,2,63.0,0.0,1
874,3,112.66,0.0,1
875,1,79.0,0.0,1
876,2,30.98,0.0,4
878,3,31.66,0.0,4
879,6,44.73,0.0,4
883,4,34.54,0.25,4
885,1,44.99,0.0,4
887,1,89.99,1.0,1
888,3,36.78,0.0,4
892,1,4.99,1.0,4
893,1,50.0,0.0,4
894,1,12.99,1.0,4
895,1,5.0,1.0,4
896,9,45.08,0.0,4
898,1,50.0,0.0,4
899,1,34.0,0.0,4
903,1,12.8,0.0,4
904,1,44.39,0.0,4
907,1,8.32,0.0,4
908,1,99.95,1.0,1
909,2,79.42,0.0,1
910,1,69.9,0.0,1
912,1,25.0,0.0,4
913,3,20.56,0.0,4
918,2,44.41,0.0,4
919,1,38.0,0.0,4
920,1,19.65,0.0,4
921,3,80.82,0.0,1
922,1,34.99,0.0,4
923,2,173.25,0.0,2
925,1,83.75,1.0,1
927,1,46.22,0.0,4
928,2,28.12,0.0,4
929,3,28.39,0.0,4
930,1,18.0,0.0,4
931,1,86.51,0.0,1
934,2,58.5,0.0,1
941,2,65.5,1.0,1
945,1,80.0,1.0,1
946,6,44.06,0.0,4
948,1,18.61,1.0,4
953,1,49.0,0.0,4
954,1,48.0,0.0,4
955,4,53.81,0.0,1
958,1,14.99,0.0,4
959,1,168.0,0.0,2
960,3,59.65,0.0,1
961,2,34.48,0.0,4
962,3,30.65,0.3333333333333333,4
965,1,48.0,0.0,4
966,1,104.5,0.0,1
967,2,39.0,0.0,4
968,1,30.0,1.0,4
972,3,69.66,0.0,1
973,2,72.49,0.5,1
974,1,25.0,0.0,4
975,2,33.92,0.0,4
976,1,33.5,1.0,4
980,1,24.0,0.0,4
981,2,49.47,0.0,4
985,4,38.24,0.0,4
987,3,30.33,0.0,4
990,2,49.92,0.0,4
991,1,68.0,0.0,1
992,5,42.38,0.0,4
993,1,56.0,0.0,1
995,6,37.41,0.3333333333333333,4
997,1,23.16,0.0,4
999,1,19.9,0.0,4
1002,6,74.5,0.0,1
1004,4,41.72,1.0,4
1008,4,99.34,0.0,1
1009,1,85.98,0.0,1
1010,2,40.56,0.0,4
1011,2,59.26,0.0,1
1012,1,143.0,1.0,2
1013,1,8.5,0.0,4
1017,1,123.61,0.0,2
1019,2,39.26,0.0,4
1020,1,7.99,0.0,4
1021,1,48.0,0.0,4
1025,1,38.19,0.0,4
1028,1,17.8,0.0,4
1029,4,44.49,0.0,4
1033,1,29.0,0.0,4
1035,1,69.5,0.0,1
1036,2,69.5,0.0,1
1037,1,39.99,0.0,4
1045,1,30.86,0.0,4
1049,3,38.83,0.0,4
1050,1,32.99,0.0,4
1051,1,399.99,0.0,5
1055,1,19.95,0.0,4
1056,5,56.61,0.0,1
1057,4,109.74,0.25,1
1058,1,43.95,0.0,4
1061,3,99.63,0.0,1
1066,5,69.02,0.0,1
1067,1,49.5,0.0,4
1068,2,38.49,0.0,4
1069,4,38.11,0.0,4
1071,2,129.5,0.0,2
1073,3,52.3,1.0,4
1075,1,308.0,0.0,5
1076,1,132.0,0.0,2
1077,1,54.5,0.0,1
1078,1,18.0,0.0,4
1080,1,198.0,0.0,2
1081,2,30.2,0.0,4
1083,1,39.95,0.0,4
1084,2,28.05,0.0,4
1085,1,42.99,0.0,4
1086,3,50.75,0.0,4
1088,1,58.97,1.0,1
1093,1,97.3,1.0,1
1094,1,54.5,0.0,1
1095,1,23.99,0.0,4
1096,1,39.5,0.0,4
1097,2,40.49,0.0,4
1098,1,12.0,0.0,4
1099,1,39.95,0.0,4
1101,3,78.0,0.0,1
1103,1,36.99,1.0,4
1104,3,71.33,0.6666666666666666,1
1105,1,125.0,0.0,2
1108,1,98.0,1.0,1
1109,2,68.5,0.0,1
1110,1,19.99,0.0,4
1111,1,19.9,0.0,4
1114,2,29.49,0.0,4
1115,4,49.72,0.0,4
1116,1,24.99,0.0,4
1117,4,61.55,0.0,1
1124,1,43.99,0.0,4
1126,2,10.69,0.0,4
1127,1,18.0,0.0,4
1131,5,47.15,0.2,4
1134,1,109.0,0.0,1
1135,1,19.0,1.0,4
1138,1,75.0,0.0,1
1139,4,47.32,0.0,4
1140,2,86.49,0.0,1
1142,2,46.49,0.0,4
1144,1,185.0,0.0,2
1145,2,11.99,1.0,4
1146,2,44.5,0.0,4
1151,1,50.0,0.0,4
1152,1,10.31,0.0,4
1153,1,30.0,0.0,4
1154,4,72.5,0.0,1
1155,2,53.23,0.5,1
1156,1,9.27,0.0,4
1158,3,21.99,0.0,4
1159,1,44.99,0.0,4
1166,1,30.52,0.0,4
1168,1,50.0,0.0,4
1169,2,126.98,0.0,2
1171,3,48.33,0.0,4
1174,2,63.72,0.0,1
1175,1,49.94,1.0,4
1176,2,35.48,0.0,4
1177,1,29.99,0.0,4
1178,2,32.25,1.0,4
1179,1,55.99,0.0,1
1184,3,44.83,0.0,4
1185,2,13.97,0.0,4
1186,1,128.0,0.0,2
1187,1,48.0,0.0,4
1188,2,62.0,0.0,1
1190,3,77.99,1.0,1
1191,1,45.49,0.0,4
1192,5,68.88,0.0,1
1194,4,41.5,0.0,4
1195,1,40.0,0.0,4
1196,1,52.0,0.0,4
1197,2,144.0,0.0,2
1202,1,12.38,0.0,4
1203,1,68.0,0.0,1
1207,3,226.81,0.0,2
1213,1,20.0,0.0,4
1216,2,132.6,0.0,2
1217,2,46.68,0.0,4
1219,1,20.0,0.0,4
1221,1,33.0,0.0,4
1231,2,25.99,0.0,4
1233,1,23.99,0.0,4
1234,1,27.0,0.0,4
1235,2,88.38,1.0,1
1237,2,42.78,0.0,4
1238,1,110.0,1.0,1
1240,1,9.99,0.0,4
1242,2,39.99,0.0,4
1243,1,50.0,0.0,4
1245,1,20.0,0.0,4
1246,1,19.99,0.0,4
1248,3,46.5,0.3333333333333333,4
1249,2,47.99,0.0,4
1251,1,42.99,0.0,4
1257,3,36.66,0.3333333333333333,4
1260,2,31.7,0.0,4
1264,1,45.99,0.0,4
1266,1,24.5,0.0,4
1272,1,58.0,0.0,1
1273,1,99.99,0.0,1
1278,1,58.0,0.0,1
1279,6,53.06,0.0,1
1280,3,104.28,0.6666666666666666,1
1281,1,23.99,0.0,4
1282,1,19.0,0.0,4
1287,1,59.99,0.0,1
1290,1,25.0,0.0,4
1292,1,154.35,0.0,2
1293,2,22.16,0.0,4
1294,3,35.81,0.0,4
1295,1,50.0,1.0,4
1296,1,7.95,0.0,4
1297,1,9.54,0.0,4
1300,2,46.72,0.0,4
1302,1,32.0,0.0,4
1303,1,68.65,1.0,1
1307,1,44.0,0.0,4
1309,1,25.0,0.0,4
1314,5,61.4,0.0,1
1315,1,64.5,0.0,1
1317,2,62.99,0.0,1
1319,1,33.91,0.0,4
1322,1,135.95,1.0,2
1324,5,86.79,0.0,1
1327,2,24.75,0.0,4
1328,1,12.99,0.0,4
1329,4,42.87,0.0,4
1331,1,42.99,0.0,4
1332,3,45.83,0.0,4
1333,2,33.2,0.0,4
1336,3,46.98,0.3333333333333333,4
1337,4,160.99,0.0,2
1338,1,80.0,0.0,1
1339,1,19.99,0.0,4
1340,1,37.99,1.0,4
1341,11,94.06,0.2727272727272727,1
1342,2,30.24,0.0,4
1345,1,23.89,0.0,4
1350,2,47.0,0.0,4
1359,1,268.0,0.0,5
1362,4,67.0,0.0,1
1363,6,58.3,0.0,1
1368,1,196.0,0.0,2
1369,2,25.49,0.0,4
1370,2,26.78,0.0,4
1373,8,65.96,0.0,1
1375,1,20.0,0.0,4
1376,3,44.33,0.0,4
1377,1,49.45,0.0,4
1380,4,39.83,0.0,4
1383,4,50.62,0.25,4
1384,6,24.55,0.3333333333333333,4
1385,1,65.0,0.0,1
1387,1,32.0,0.0,4
1389,4,113.02,0.0,2
1391,1,19.99,0.0,4
1393,1,40.0,0.0,4
1395,1,35.0,0.0,4
1396,1,9.99,0.0,4
1403,1,59.0,0.0,1
1404,4,38.34,0.0,4
1406,2,72.47,0.0,1
1407,2,47.5,0.5,4
1410,1,25.95,0.0,4
1415,1,60.0,0.0,1
1416,1,10.0,0.0,4
1417,2,40.49,0.0,4
1418,4,104.14,0.0,1
1424,1,54.95,0.0,1
1425,1,9.99,0.0,4
1427,4,54.61,0.0,1
1429,1,25.0,0.0,4
1430,2,66.72,0.0,1
1434,1,125.0,0.0,2
1439,4,35.5,0.0,4
1440,1,24.31,0.0,4
1441,2,15.48,0.0,4
1443,3,37.49,0.0,4
1445,2,37.48,0.0,4
1450,3,53.67,0.0,1
1454,1,44.0,0.0,4
1459,3,50.46,0.0,4
1463,1,69.95,0.0,1
1464,1,134.95,0.0,2
1466,3,85.57,0.0,1
1469,1,24.99,0.0,4
1470,2,8.8,0.0,4
1471,4,45.31,0.0,4
1473,1,89.99,0.0,1
1474,1,24.99,0.0,4
1475,3,23.65,0.6666666666666666,4
1477,2,56.85,0.0,1
1479,1,89.99,0.0,1
1482,1,250.0,1.0,5
1486,5,41.8,0.0,4
1489,1,68.53,0.0,1
1490,1,96.0,0.0,1
1493,1,24.99,0.0,4
1495,2,30.99,0.5,4
1496,4,31.24,0.25,4
1499,1,9.67,0.0,4
1500,3,103.61,0.0,1
1501,4,43.59,0.0,4
1505,1,48.32,0.0,4
1508,2,92.99,0.0,1
1509,4,39.8,0.0,4
1510,2,97.0,0.0,1
1511,1,113.4,0.0,2
1512,2,69.47,0.0,1
1515,1,39.99,0.0,4
1516,7,46.77,0.0,4
1520,5,40.98,0.0,4
1522,2,22.74,0.0,4
1523,1,13.19,0.0,4
1524,2,74.74,0.0,1
1525,2,39.25,0.0,4
1526,4,49.24,0.0,4
1529,1,26.97,1.0,4
1531,1,10.99,0.0,4
1532,4,98.12,1.0,1
1534,3,39.8,0.0,4
1540,1,15.0,0.0,4
1541,1,21.99,0.0,4
1546,1,45.99,0.0,4
1547,1,160.0,1.0,2
1549,3,50.16,1.0,4
1553,5,42.99,0.8,4
1556,2,36.5,0.0,4
1558,1,43.53,0.0,4
1561,1,179.0,0.0,2
1562,1,98.0,0.0,1
1564,2,74.66,0.0,1
1567,1,89.99,0.0,1
1570,7,67.38,0.14285714285714285,1
1574,1,99.99,0.0,1
1575,5,48.85,0.2,4
1576,1,34.41,0.0,4
1577,1,30.95,0.0,4
1580,1,9.59,0.0,4
1582,1,64.95,1.0,1
1583,1,179.0,0.0,2
1587,2,133.0,0.0,2
1588,5,25.58,0.0,4
1590,2,92.08,0.0,1
1591,1,43.11,0.0,4
1592,4,50.55,0.0,4
1593,1,36.99,0.0,4
1594,3,52.99,0.0,1
1598,5,89.89,0.0,1
1599,3,83.95,0.0,1
1602,1,25.0,0.0,4
1603,1,59.0,0.0,1
1607,4,41.87,0.0,4
1608,1,32.99,0.0,4
1609,4,88.31,0.0,1
1614,2,22.01,0.0,4
1615,1,42.98,0.0,4
1620,4,41.45,0.0,4
1623,1,49.5,0.0,4
1624,1,50.0,0.0,4
1627,1,25.5,0.0,4
1628,4,65.99,0.25,1
1629,1,28.0,0.0,4
1630,2,102.24,0.0,1
1631,1,14.99,1.0,4
1634,1,95.0,0.0,1
1635,2,53.78,0.0,1
1636,2,49.75,1.0,4
1637,1,21.99,1.0,4
1639,1,153.0,0.0,2
1640,2,74.98,0.0,1
1644,1,25.0,0.0,4
1646,4,35.21,0.0,4
1647,2,57.1,0.5,1
1650,1,38.0,1.0,4
1652,3,58.32,0.0,1
1656,3,75.41,0.0,1
1657,2,154.49,0.0,2
1659,2,20.99,0.0,4
1660,2,29.87,0.0,4
1661,1,69.98,1.0,1
1664,1,10.0,0.0,4
1665,1,90.0,0.0,1
1666,1,27.48,0.0,4
1669,1,34.99,0.0,4
1671,3,73.66,0.0,1
1672,1,36.4,0.0,4
1674,1,129.99,0.0,2
1676,2,29.97,0.0,4
1677,2,42.63,0.0,4
1681,1,124.99,0.0,2
1683,1,33.98,0.0,4
1685,1,169.0,0.0,2
1686,2,55.99,0.0,1
1687,4,41.66,0.0,4
1690,1,150.0,0.0,2
1691,2,33.2,0.0,4
1692,1,55.0,0.0,1
1693,2,15.36,0.0,4
1696,1,26.99,0.0,4
1697,1,215.0,0.0,2
1698,1,199.99,0.0,2
1699,1,68.0,0.0,1
1700,1,24.99,0.0,4
1701,7,43.03,0.42857142857142855,4
1703,3,25.65,0.6666666666666666,4
1705,1,25.0,0.0,4
1706,2,47.0,0.0,4
1707,1,41.3,0.0,4
1708,1,6.49,0.0,4
1709,2,17.39,0.0,4
1710,2,69.24,0.0,1
1712,1,29.5,0.0,4
1713,1,11.99,0.0,4
1715,2,22.7,0.0,4
1716,1,99.0,0.0,1
1718,2,81.47,0.0,1
1719,1,45.0,0.0,4
1722,6,111.49,0.0,1
1724,4,28.41,0.0,4
1725,3,131.16,0.0,2
1727,1,286.0,0.0,5
1728,1,139.0,0.0,2
1730,1,42.0,0.0,4
1732,2,79.75,0.0,1
1733,2,66.45,0.0,1
1736,3,55.82,0.3333333333333333,1
1738,5,70.72,0.4,1
1740,1,60.0,0.0,1
1741,2,34.98,0.0,4
1742,2,24.36,0.0,4
1746,1,76.0,0.0,1
1749,1,54.2,0.0,1
1755,2,14.5,0.0,4
1756,3,38.12,0.0,4
1757,2,90.98,0.0,1
1760,1,36.88,0.0,4
1761,3,38.0,1.0,4
1762,1,49.0,0.0,4
1763,3,32.3,0.0,4
1764,1,35.0,0.0,4
1765,2,155.4,0.0,2
1766,1,25.0,0.0,4
1768,1,14.69,0.0,4
1769,1,48.99,0.0,4
1770,2,60.0,0.0,1
1771,4,69.29,0.0,1
1776,1,18.48,0.0,4
1777,1,19.98,0.0,4
1785,1,23.53,0.0,4
1788,1,78.2,0.0,1
1792,1,75.0,1.0,1
1793,2,54.73,0.0,1
1794,1,40.79,0.0,4
1795,2,57.49,0.0,1
1798,1,79.99,1.0,1
1799,4,58.65,0.0,1
1802,1,100.0,0.0,1
1803,1,29.99,0.0,4
1804,2,54.99,0.0,1
1807,1,38.0,0.0,4
1808,1,13.76,0.0,4
1809,1,34.98,0.0,4
1812,1,52.0,0.0,4
1813,3,49.56,0.0,4
1814,1,51.0,0.0,4
1815,1,59.5,0.0,1
1816,2,145.99,0.0,2
1818,2,68.9,0.0,1
1819,1,74.5,0.0,1
1820,1,42.0,1.0,4
1821,1,24.88,0.0,4
1823,1,115.0,0.0,2
1824,7,23.74,0.5714285714285714,4
1826,1,13.87,0.0,4
1827,1,24.99,0.0,4
1829,3,27.33,1.0,4
1832,2,55.04,0.0,1
1833,4,35.61,0.0,4
1837,2,463.5,0.0,5
1841,5,49.73,0.0,4
1842,1,29.97,0.0,4
1843,1,198.0,0.0,2
1844,1,25.0,0.0,4
1847,7,85.38,0.0,1
1850,1,34.16,0.0,4
1854,2,44.75,0.0,4
1855,3,36.33,0.0,4
1860,5,41.16,0.0,4
1861,2,53.39,0.0,1
1862,3,43.16,0.0,4
1863,2,17.86,0.0,4
1865,3,20.24,0.0,4
1867,1,698.0,0.0,3
1868,1,29.0,0.0,4
1872,6,86.67,0.0,1
1874,2,47.98,0.0,4
1877,1,59.99,0.0,1
1879,1,34.99,0.0,4
1883,1,54.99,0.0,1
1885,1,29.95,0.0,4
1888,3,34.1,0.0,4
1889,1,24.99,0.0,4
1890,1,22.0,0.0,4
1892,1,35.0,0.0,4
1893,2,43.0,0.0,4
1899,3,45.96,0.0,4
1900,1,12.0,0.0,4
1901,2,59.13,0.0,1
1902,3,29.97,0.0,4
1903,5,68.11,0.0,1
1905,3,127.99,0.0,2
1907,1,36.34,0.0,4
1909,1,42.0,1.0,4
1912,2,13.62,0.0,4
1915,1,100.0,0.0,1
